frame,id,x1,y1,x2,y2,xc,yc,class,wave,video
1696,13,399,359,726,697,562,528,palm,1,wave_train.mp4
1697,13,359,339,686,679,522,509,palm,1,wave_train.mp4
1698,13,303,318,642,664,472,491,palm,1,wave_train.mp4
1699,13,325,328,659,671,492,499,palm,1,wave_train.mp4
1700,13,395,351,716,687,555,519,palm,1,wave_train.mp4
1701,13,424,358,731,686,577,522,palm,1,wave_train.mp4
1702,13,375,336,686,667,530,501,palm,1,wave_train.mp4
1703,13,322,316,648,659,485,487,palm,1,wave_train.mp4
1704,13,336,324,670,672,503,498,palm,1,wave_train.mp4
1705,13,397,347,718,688,557,517,palm,1,wave_train.mp4
1706,13,403,353,716,687,559,520,palm,1,wave_train.mp4
1707,13,349,329,669,667,509,498,palm,1,wave_train.mp4
1708,13,283,308,619,656,451,482,palm,1,wave_train.mp4
1709,13,313,325,655,676,484,500,palm,1,wave_train.mp4
1710,13,388,358,715,698,551,528,palm,1,wave_train.mp4
1711,13,406,366,722,698,564,532,palm,1,wave_train.mp4
1712,13,352,344,667,674,509,509,palm,1,wave_train.mp4
1713,13,272,323,602,662,437,492,palm,1,wave_train.mp4
1714,13,291,333,637,679,464,506,palm,1,wave_train.mp4
1715,13,360,361,697,702,528,531,palm,1,wave_train.mp4
1716,13,376,367,704,700,540,533,palm,1,wave_train.mp4
1717,13,313,342,637,672,475,507,palm,1,wave_train.mp4
1718,13,240,319,580,663,410,491,palm,1,wave_train.mp4
1725,14,304,340,660,690,482,515,palm,1,wave_train.mp4
1726,14,342,352,689,696,515,524,palm,1,wave_train.mp4
1727,14,294,339,634,679,464,509,palm,1,wave_train.mp4
1728,14,225,317,577,666,401,491,palm,1,wave_train.mp4
1729,14,257,324,612,675,434,499,palm,1,wave_train.mp4
1730,14,343,350,685,695,514,522,palm,1,wave_train.mp4
1731,14,360,350,696,692,528,521,palm,1,wave_train.mp4
1732,14,303,323,630,667,466,495,palm,1,wave_train.mp4
1733,14,262,310,603,662,432,486,palm,1,wave_train.mp4
1734,14,314,324,654,675,484,499,palm,1,wave_train.mp4
1735,14,373,348,701,693,537,520,palm,1,wave_train.mp4
1736,14,353,334,680,682,516,508,palm,1,wave_train.mp4
1737,14,284,309,620,661,452,485,palm,1,wave_train.mp4
1738,14,279,308,624,663,451,485,palm,1,wave_train.mp4
1739,14,353,336,688,686,520,511,palm,1,wave_train.mp4
1740,14,400,352,721,695,560,523,palm,1,wave_train.mp4
1741,14,358,332,679,675,518,503,palm,1,wave_train.mp4
1742,14,284,309,619,658,451,483,palm,1,wave_train.mp4
1743,14,305,315,644,665,474,490,palm,1,wave_train.mp4
1744,14,386,346,709,688,547,517,palm,1,wave_train.mp4
1745,14,411,353,720,687,565,520,palm,1,wave_train.mp4
1746,14,357,321,667,660,512,490,palm,1,wave_train.mp4
1747,14,287,302,614,648,450,475,palm,1,wave_train.mp4
1748,14,330,319,661,669,495,494,palm,1,wave_train.mp4
1749,14,412,350,726,691,569,520,palm,1,wave_train.mp4
1750,14,414,347,720,686,567,516,palm,1,wave_train.mp4
1751,14,340,314,655,658,497,486,palm,1,wave_train.mp4
1752,14,272,297,600,645,436,471,palm,1,wave_train.mp4
52,0,563,570,819,838,691,704,palm,0,no_wave_train.mp4
57,1,574,463,865,862,719,662,palm,0,no_wave_train.mp4
58,1,576,455,869,867,722,661,palm,0,no_wave_train.mp4
59,1,575,450,867,867,721,658,palm,0,no_wave_train.mp4
60,1,573,448,867,871,720,659,palm,0,no_wave_train.mp4
61,1,573,448,866,872,719,660,palm,0,no_wave_train.mp4
62,1,575,449,866,873,720,661,palm,0,no_wave_train.mp4
63,1,573,448,866,873,719,660,palm,0,no_wave_train.mp4
64,1,577,448,865,872,721,660,palm,0,no_wave_train.mp4
65,1,578,448,866,872,722,660,palm,0,no_wave_train.mp4
66,1,577,450,865,872,721,661,palm,0,no_wave_train.mp4
67,1,579,452,867,873,723,662,palm,0,no_wave_train.mp4
68,1,580,453,869,872,724,662,palm,0,no_wave_train.mp4
69,1,581,452,869,872,725,662,palm,0,no_wave_train.mp4
70,1,579,452,870,871,724,661,palm,0,no_wave_train.mp4
71,1,582,452,870,870,726,661,palm,0,no_wave_train.mp4
72,1,583,453,871,870,727,661,palm,0,no_wave_train.mp4
73,1,583,452,871,868,727,660,palm,0,no_wave_train.mp4
74,1,584,452,871,866,727,659,palm,0,no_wave_train.mp4
75,1,583,452,870,865,726,658,palm,0,no_wave_train.mp4
76,1,584,451,871,863,727,657,palm,0,no_wave_train.mp4
77,1,585,452,871,863,728,657,palm,0,no_wave_train.mp4
78,1,584,451,871,862,727,656,palm,0,no_wave_train.mp4
79,1,586,451,872,860,729,655,palm,0,no_wave_train.mp4
80,1,586,451,872,859,729,655,palm,0,no_wave_train.mp4
81,1,586,451,872,859,729,655,palm,0,no_wave_train.mp4
82,1,586,451,872,859,729,655,palm,0,no_wave_train.mp4
83,1,586,450,874,860,730,655,palm,0,no_wave_train.mp4
84,1,585,450,876,860,730,655,palm,0,no_wave_train.mp4
85,1,587,449,877,860,732,654,palm,0,no_wave_train.mp4
86,1,586,449,877,860,731,654,palm,0,no_wave_train.mp4
87,1,587,450,877,860,732,655,palm,0,no_wave_train.mp4
88,1,587,452,877,860,732,656,palm,0,no_wave_train.mp4
89,1,585,452,876,861,730,656,palm,0,no_wave_train.mp4
90,1,585,452,875,861,730,656,palm,0,no_wave_train.mp4
91,1,584,452,873,860,728,656,palm,0,no_wave_train.mp4
92,1,585,452,871,858,728,655,palm,0,no_wave_train.mp4
93,1,584,453,869,857,726,655,palm,0,no_wave_train.mp4
94,1,584,453,867,857,725,655,palm,0,no_wave_train.mp4
95,1,583,453,865,857,724,655,palm,0,no_wave_train.mp4
96,1,582,453,864,857,723,655,palm,0,no_wave_train.mp4
97,1,582,453,864,858,723,655,palm,0,no_wave_train.mp4
98,1,581,453,863,858,722,655,palm,0,no_wave_train.mp4
99,1,582,454,862,859,722,656,palm,0,no_wave_train.mp4
100,1,582,453,862,860,722,656,palm,0,no_wave_train.mp4
101,1,582,453,861,861,721,657,palm,0,no_wave_train.mp4
102,1,582,455,860,864,721,659,palm,0,no_wave_train.mp4
103,1,582,459,860,867,721,663,palm,0,no_wave_train.mp4
104,1,582,459,860,868,721,663,palm,0,no_wave_train.mp4
105,1,580,460,860,869,720,664,palm,0,no_wave_train.mp4
106,1,580,463,860,873,720,668,palm,0,no_wave_train.mp4
107,1,579,464,859,875,719,669,palm,0,no_wave_train.mp4
108,1,580,468,857,877,718,672,palm,0,no_wave_train.mp4
109,1,579,470,857,881,718,675,palm,0,no_wave_train.mp4
110,1,568,472,852,882,710,677,palm,0,no_wave_train.mp4
111,1,563,474,851,883,707,678,palm,0,no_wave_train.mp4
112,1,561,478,850,885,705,681,palm,0,no_wave_train.mp4
113,1,560,480,850,886,705,683,palm,0,no_wave_train.mp4
114,1,556,481,849,889,702,685,palm,0,no_wave_train.mp4
115,1,548,482,845,891,696,686,palm,0,no_wave_train.mp4
116,1,545,484,843,894,694,689,palm,0,no_wave_train.mp4
117,1,542,484,837,895,689,689,palm,0,no_wave_train.mp4
118,1,537,485,834,897,685,691,palm,0,no_wave_train.mp4
119,1,533,489,831,901,682,695,palm,0,no_wave_train.mp4
120,1,523,491,826,903,674,697,palm,0,no_wave_train.mp4
121,1,516,491,824,905,670,698,palm,0,no_wave_train.mp4
122,1,514,493,822,908,668,700,palm,0,no_wave_train.mp4
123,1,511,494,818,910,664,702,palm,0,no_wave_train.mp4
124,1,506,488,808,911,657,699,palm,0,no_wave_train.mp4
125,1,502,486,800,913,651,699,palm,0,no_wave_train.mp4
126,1,495,482,793,917,644,699,palm,0,no_wave_train.mp4
127,1,490,481,789,921,639,701,palm,0,no_wave_train.mp4
128,1,483,488,787,923,635,705,palm,0,no_wave_train.mp4
129,1,475,491,785,925,630,708,palm,0,no_wave_train.mp4
130,1,467,495,780,927,623,711,palm,0,no_wave_train.mp4
131,1,462,499,776,928,619,713,palm,0,no_wave_train.mp4
132,1,454,496,772,926,613,711,palm,0,no_wave_train.mp4
133,1,449,498,767,927,608,712,palm,0,no_wave_train.mp4
134,1,436,495,760,927,598,711,palm,0,no_wave_train.mp4
135,1,424,491,756,927,590,709,palm,0,no_wave_train.mp4
136,1,413,489,753,931,583,710,palm,0,no_wave_train.mp4
137,1,405,487,749,935,577,711,palm,0,no_wave_train.mp4
138,1,395,484,741,933,568,708,palm,0,no_wave_train.mp4
139,1,385,483,736,935,560,709,palm,0,no_wave_train.mp4
140,1,382,532,720,945,551,738,palm,0,no_wave_train.mp4
141,1,369,509,714,931,541,720,palm,0,no_wave_train.mp4
142,1,360,501,707,925,533,713,palm,0,no_wave_train.mp4
143,1,348,486,702,921,525,703,palm,0,no_wave_train.mp4
144,1,337,477,699,922,518,699,palm,0,no_wave_train.mp4
145,1,319,470,691,926,505,698,palm,0,no_wave_train.mp4
146,1,306,464,684,925,495,694,palm,0,no_wave_train.mp4
147,1,303,458,685,923,494,690,palm,0,no_wave_train.mp4
148,1,296,454,684,921,490,687,palm,0,no_wave_train.mp4
149,1,293,449,683,918,488,683,palm,0,no_wave_train.mp4
150,1,291,447,682,915,486,681,palm,0,no_wave_train.mp4
151,1,292,443,683,912,487,677,palm,0,no_wave_train.mp4
152,1,295,438,686,905,490,671,palm,0,no_wave_train.mp4
153,1,296,437,687,901,491,669,palm,0,no_wave_train.mp4
154,1,314,435,697,895,505,665,palm,0,no_wave_train.mp4
155,1,340,428,708,885,524,656,palm,0,no_wave_train.mp4
156,1,344,424,710,872,527,648,palm,0,no_wave_train.mp4
157,1,361,425,715,868,538,646,palm,0,no_wave_train.mp4
158,1,375,427,720,862,547,644,palm,0,no_wave_train.mp4
159,1,381,420,729,856,555,638,palm,0,no_wave_train.mp4
160,1,405,425,744,854,574,639,palm,0,no_wave_train.mp4
161,1,411,411,747,843,579,627,palm,0,no_wave_train.mp4
162,1,424,403,758,843,591,623,palm,0,no_wave_train.mp4
163,1,438,408,774,841,606,624,palm,0,no_wave_train.mp4
164,1,451,405,787,835,619,620,palm,0,no_wave_train.mp4
165,1,471,402,798,828,634,615,palm,0,no_wave_train.mp4
166,1,488,408,807,830,647,619,palm,0,no_wave_train.mp4
167,1,506,408,820,827,663,617,palm,0,no_wave_train.mp4
168,1,524,410,834,827,679,618,palm,0,no_wave_train.mp4
169,1,541,415,845,831,693,623,palm,0,no_wave_train.mp4
170,1,560,423,856,834,708,628,palm,0,no_wave_train.mp4
171,1,577,427,873,834,725,630,palm,0,no_wave_train.mp4
172,1,587,430,877,838,732,634,palm,0,no_wave_train.mp4
173,1,605,441,889,842,747,641,palm,0,no_wave_train.mp4
174,1,615,446,898,846,756,646,palm,0,no_wave_train.mp4
175,1,629,453,907,846,768,649,palm,0,no_wave_train.mp4
176,1,638,458,914,847,776,652,palm,0,no_wave_train.mp4
177,1,641,462,916,848,778,655,palm,0,no_wave_train.mp4
178,1,643,463,918,847,780,655,palm,0,no_wave_train.mp4
179,1,642,464,917,846,779,655,palm,0,no_wave_train.mp4
180,1,638,464,915,846,776,655,palm,0,no_wave_train.mp4
181,1,632,461,910,845,771,653,palm,0,no_wave_train.mp4
182,1,622,456,904,846,763,651,palm,0,no_wave_train.mp4
183,1,611,452,893,847,752,649,palm,0,no_wave_train.mp4
184,1,599,448,882,845,740,646,palm,0,no_wave_train.mp4
185,1,588,440,873,843,730,641,palm,0,no_wave_train.mp4
186,1,569,432,864,841,716,636,palm,0,no_wave_train.mp4
187,1,552,427,851,839,701,633,palm,0,no_wave_train.mp4
188,1,534,420,836,840,685,630,palm,0,no_wave_train.mp4
189,1,513,418,819,846,666,632,palm,0,no_wave_train.mp4
190,1,495,414,806,848,650,631,palm,0,no_wave_train.mp4
191,1,475,406,790,846,632,626,palm,0,no_wave_train.mp4
192,1,443,407,772,849,607,628,palm,0,no_wave_train.mp4
193,1,414,400,751,856,582,628,palm,0,no_wave_train.mp4
194,1,380,406,733,866,556,636,palm,0,no_wave_train.mp4
195,1,354,407,721,869,537,638,palm,0,no_wave_train.mp4
196,1,336,402,719,869,527,635,palm,0,no_wave_train.mp4
197,1,330,408,717,874,523,641,palm,0,no_wave_train.mp4
198,1,327,411,714,874,520,642,palm,0,no_wave_train.mp4
199,1,326,411,714,873,520,642,palm,0,no_wave_train.mp4
200,1,328,411,717,872,522,641,palm,0,no_wave_train.mp4
201,1,333,409,725,871,529,640,palm,0,no_wave_train.mp4
202,1,341,409,734,871,537,640,palm,0,no_wave_train.mp4
203,1,352,413,740,870,546,641,palm,0,no_wave_train.mp4
204,1,376,418,753,868,564,643,palm,0,no_wave_train.mp4
205,1,387,420,757,864,572,642,palm,0,no_wave_train.mp4
206,1,418,428,769,860,593,644,palm,0,no_wave_train.mp4
207,1,440,431,780,857,610,644,palm,0,no_wave_train.mp4
208,1,449,428,790,856,619,642,palm,0,no_wave_train.mp4
209,1,470,430,798,851,634,640,palm,0,no_wave_train.mp4
210,1,483,433,803,849,643,641,palm,0,no_wave_train.mp4
211,1,503,432,813,846,658,639,palm,0,no_wave_train.mp4
212,1,520,436,825,846,672,641,palm,0,no_wave_train.mp4
213,1,532,432,830,841,681,636,palm,0,no_wave_train.mp4
214,1,548,433,840,840,694,636,palm,0,no_wave_train.mp4
215,1,564,436,851,842,707,639,palm,0,no_wave_train.mp4
216,1,572,438,853,841,712,639,palm,0,no_wave_train.mp4
217,1,585,439,861,840,723,639,palm,0,no_wave_train.mp4
218,1,593,442,865,839,729,640,palm,0,no_wave_train.mp4
219,1,600,447,870,840,735,643,palm,0,no_wave_train.mp4
220,1,603,452,872,842,737,647,palm,0,no_wave_train.mp4
221,1,609,457,876,845,742,651,palm,0,no_wave_train.mp4
222,1,612,460,879,848,745,654,palm,0,no_wave_train.mp4
223,1,616,462,882,852,749,657,palm,0,no_wave_train.mp4
224,1,618,465,885,855,751,660,palm,0,no_wave_train.mp4
225,1,621,469,886,859,753,664,palm,0,no_wave_train.mp4
226,1,624,480,887,868,755,674,palm,0,no_wave_train.mp4
227,1,630,489,888,875,759,682,palm,0,no_wave_train.mp4
228,1,635,497,890,878,762,687,palm,0,no_wave_train.mp4
229,1,636,504,893,884,764,694,palm,0,no_wave_train.mp4
230,1,638,509,893,891,765,700,palm,0,no_wave_train.mp4
231,1,641,518,893,897,767,707,palm,0,no_wave_train.mp4
232,1,641,525,893,903,767,714,palm,0,no_wave_train.mp4
233,1,640,533,892,908,766,720,palm,0,no_wave_train.mp4
234,1,639,541,890,916,764,728,palm,0,no_wave_train.mp4
235,1,638,546,887,924,762,735,palm,0,no_wave_train.mp4
236,1,633,550,885,930,759,740,palm,0,no_wave_train.mp4
237,1,628,552,881,936,754,744,palm,0,no_wave_train.mp4
238,1,621,556,876,942,748,749,palm,0,no_wave_train.mp4
239,1,611,563,868,949,739,756,palm,0,no_wave_train.mp4
240,1,605,566,863,952,734,759,palm,0,no_wave_train.mp4
241,1,600,563,859,952,729,757,palm,0,no_wave_train.mp4
242,1,592,564,853,956,722,760,palm,0,no_wave_train.mp4
243,1,587,570,845,959,716,764,palm,0,no_wave_train.mp4
244,1,579,573,838,963,708,768,palm,0,no_wave_train.mp4
245,1,569,572,831,968,700,770,palm,0,no_wave_train.mp4
246,1,562,566,826,967,694,766,palm,0,no_wave_train.mp4
247,1,548,562,819,967,683,764,palm,0,no_wave_train.mp4
248,1,542,560,815,969,678,764,palm,0,no_wave_train.mp4
249,1,538,564,811,968,674,766,palm,0,no_wave_train.mp4
250,1,532,560,807,967,669,763,palm,0,no_wave_train.mp4
251,1,525,553,805,968,665,760,palm,0,no_wave_train.mp4
252,1,520,550,803,970,661,760,palm,0,no_wave_train.mp4
253,1,516,546,802,971,659,758,palm,0,no_wave_train.mp4
254,1,515,547,802,975,658,761,palm,0,no_wave_train.mp4
255,1,516,547,803,976,659,761,palm,0,no_wave_train.mp4
256,1,518,548,805,978,661,763,palm,0,no_wave_train.mp4
257,1,519,553,805,980,662,766,palm,0,no_wave_train.mp4
258,1,521,556,806,980,663,768,palm,0,no_wave_train.mp4
259,1,521,557,806,980,663,768,palm,0,no_wave_train.mp4
260,1,520,557,805,980,662,768,palm,0,no_wave_train.mp4
261,1,521,558,805,981,663,769,palm,0,no_wave_train.mp4
262,1,520,560,804,981,662,770,palm,0,no_wave_train.mp4
263,1,521,558,804,979,662,768,palm,0,no_wave_train.mp4
264,1,522,559,805,981,663,770,palm,0,no_wave_train.mp4
265,1,522,560,804,980,663,770,palm,0,no_wave_train.mp4
266,1,523,559,805,980,664,769,palm,0,no_wave_train.mp4
267,1,522,559,805,981,663,770,palm,0,no_wave_train.mp4
268,1,522,556,805,978,663,767,palm,0,no_wave_train.mp4
269,1,523,556,805,977,664,766,palm,0,no_wave_train.mp4
270,1,522,552,805,975,663,763,palm,0,no_wave_train.mp4
271,1,522,548,804,973,663,760,palm,0,no_wave_train.mp4
272,1,520,548,802,975,661,761,palm,0,no_wave_train.mp4
273,1,518,548,797,977,657,762,palm,0,no_wave_train.mp4
274,1,516,546,794,975,655,760,palm,0,no_wave_train.mp4
275,1,511,550,788,976,649,763,palm,0,no_wave_train.mp4
276,1,499,544,782,971,640,757,palm,0,no_wave_train.mp4
277,1,490,543,774,972,632,757,palm,0,no_wave_train.mp4
278,1,474,537,765,968,619,752,palm,0,no_wave_train.mp4
279,1,457,536,751,968,604,752,palm,0,no_wave_train.mp4
280,1,441,541,740,969,590,755,palm,0,no_wave_train.mp4
281,1,427,533,728,963,577,748,palm,0,no_wave_train.mp4
282,1,406,527,711,962,558,744,palm,0,no_wave_train.mp4
283,1,386,539,697,967,541,753,palm,0,no_wave_train.mp4
284,1,363,524,685,957,524,740,palm,0,no_wave_train.mp4
285,1,352,527,677,963,514,745,palm,0,no_wave_train.mp4
286,1,333,527,663,965,498,746,palm,0,no_wave_train.mp4
287,1,320,519,656,961,488,740,palm,0,no_wave_train.mp4
288,1,307,516,649,963,478,739,palm,0,no_wave_train.mp4
289,1,298,516,643,965,470,740,palm,0,no_wave_train.mp4
290,1,289,516,636,967,462,741,palm,0,no_wave_train.mp4
291,1,272,518,628,968,450,743,palm,0,no_wave_train.mp4
292,1,261,520,620,970,440,745,palm,0,no_wave_train.mp4
293,1,252,522,616,969,434,745,palm,0,no_wave_train.mp4
294,1,246,524,612,970,429,747,palm,0,no_wave_train.mp4
295,1,245,527,610,969,427,748,palm,0,no_wave_train.mp4
296,1,246,528,609,967,427,747,palm,0,no_wave_train.mp4
297,1,248,527,608,965,428,746,palm,0,no_wave_train.mp4
298,1,247,530,606,967,426,748,palm,0,no_wave_train.mp4
299,1,245,531,603,967,424,749,palm,0,no_wave_train.mp4
300,1,243,532,605,974,424,753,palm,0,no_wave_train.mp4
301,1,231,535,598,981,414,758,palm,0,no_wave_train.mp4
302,1,221,536,595,987,408,761,palm,0,no_wave_train.mp4
303,1,220,536,598,989,409,762,palm,0,no_wave_train.mp4
304,1,232,529,607,991,419,760,palm,0,no_wave_train.mp4
305,1,239,531,611,995,425,763,palm,0,no_wave_train.mp4
306,1,244,537,613,995,428,766,palm,0,no_wave_train.mp4
307,1,249,542,615,996,432,769,palm,0,no_wave_train.mp4
308,2,1406,511,1763,903,1584,707,palm,0,no_wave_train.mp4
308,1,241,544,613,996,427,770,palm,0,no_wave_train.mp4
309,2,1404,515,1763,906,1583,710,palm,0,no_wave_train.mp4
309,1,243,545,619,998,431,771,palm,0,no_wave_train.mp4
310,2,1407,518,1762,905,1584,711,palm,0,no_wave_train.mp4
310,1,248,547,624,997,436,772,palm,0,no_wave_train.mp4
311,2,1411,523,1761,908,1586,715,palm,0,no_wave_train.mp4
311,1,254,548,628,996,441,772,palm,0,no_wave_train.mp4
312,2,1417,528,1767,911,1592,719,palm,0,no_wave_train.mp4
312,1,257,547,630,993,443,770,palm,0,no_wave_train.mp4
313,2,1420,530,1771,912,1595,721,palm,0,no_wave_train.mp4
313,1,257,546,630,990,443,768,palm,0,no_wave_train.mp4
314,2,1421,534,1776,917,1598,725,palm,0,no_wave_train.mp4
314,1,259,546,631,988,445,767,palm,0,no_wave_train.mp4
315,2,1419,538,1777,919,1598,728,palm,0,no_wave_train.mp4
315,1,269,543,633,991,451,767,palm,0,no_wave_train.mp4
316,2,1419,540,1781,921,1600,730,palm,0,no_wave_train.mp4
316,1,266,542,634,990,450,766,palm,0,no_wave_train.mp4
317,2,1418,541,1783,922,1600,731,palm,0,no_wave_train.mp4
317,1,270,542,636,988,453,765,palm,0,no_wave_train.mp4
318,2,1419,541,1785,923,1602,732,palm,0,no_wave_train.mp4
318,1,270,542,638,989,454,765,palm,0,no_wave_train.mp4
319,2,1418,542,1789,926,1603,734,palm,0,no_wave_train.mp4
319,1,271,541,637,989,454,765,palm,0,no_wave_train.mp4
320,2,1418,541,1789,927,1603,734,palm,0,no_wave_train.mp4
320,1,279,541,640,991,459,766,palm,0,no_wave_train.mp4
321,2,1418,541,1789,928,1603,734,palm,0,no_wave_train.mp4
321,1,279,542,639,992,459,767,palm,0,no_wave_train.mp4
322,2,1420,541,1791,929,1605,735,palm,0,no_wave_train.mp4
322,1,276,542,637,991,456,766,palm,0,no_wave_train.mp4
323,2,1420,541,1792,930,1606,735,palm,0,no_wave_train.mp4
323,1,283,542,640,991,461,766,palm,0,no_wave_train.mp4
324,2,1421,540,1793,929,1607,734,palm,0,no_wave_train.mp4
324,1,282,542,638,989,460,765,palm,0,no_wave_train.mp4
325,2,1422,538,1793,927,1607,732,palm,0,no_wave_train.mp4
325,1,281,542,638,987,459,764,palm,0,no_wave_train.mp4
326,2,1423,538,1794,929,1608,733,palm,0,no_wave_train.mp4
326,1,280,543,638,989,459,766,palm,0,no_wave_train.mp4
327,2,1423,538,1792,928,1607,733,palm,0,no_wave_train.mp4
327,1,283,545,639,990,461,767,palm,0,no_wave_train.mp4
328,2,1424,537,1793,927,1608,732,palm,0,no_wave_train.mp4
328,1,282,544,638,989,460,766,palm,0,no_wave_train.mp4
329,2,1424,535,1792,924,1608,729,palm,0,no_wave_train.mp4
329,1,283,545,639,990,461,767,palm,0,no_wave_train.mp4
330,2,1427,534,1792,923,1609,728,palm,0,no_wave_train.mp4
330,1,283,545,640,991,461,768,palm,0,no_wave_train.mp4
331,2,1428,531,1793,920,1610,725,palm,0,no_wave_train.mp4
331,1,282,546,640,994,461,770,palm,0,no_wave_train.mp4
332,2,1434,526,1794,914,1614,720,palm,0,no_wave_train.mp4
332,1,281,548,641,995,461,771,palm,0,no_wave_train.mp4
333,2,1439,520,1798,909,1618,714,palm,0,no_wave_train.mp4
333,1,278,551,639,1000,458,775,palm,0,no_wave_train.mp4
334,2,1440,514,1798,905,1619,709,palm,0,no_wave_train.mp4
334,1,271,551,636,1001,453,776,palm,0,no_wave_train.mp4
335,2,1444,507,1801,901,1622,704,palm,0,no_wave_train.mp4
335,1,274,553,637,1003,455,778,palm,0,no_wave_train.mp4
336,2,1442,498,1801,891,1621,694,palm,0,no_wave_train.mp4
336,1,273,554,637,1004,455,779,palm,0,no_wave_train.mp4
337,2,1440,489,1801,883,1620,686,palm,0,no_wave_train.mp4
337,1,275,557,639,1006,457,781,palm,0,no_wave_train.mp4
338,2,1441,479,1803,872,1622,675,palm,0,no_wave_train.mp4
338,1,279,559,639,1005,459,782,palm,0,no_wave_train.mp4
339,2,1441,468,1802,859,1621,663,palm,0,no_wave_train.mp4
339,1,278,560,639,1005,458,782,palm,0,no_wave_train.mp4
340,2,1442,457,1803,852,1622,654,palm,0,no_wave_train.mp4
340,1,279,561,639,1006,459,783,palm,0,no_wave_train.mp4
341,2,1440,451,1801,847,1620,649,palm,0,no_wave_train.mp4
341,1,280,563,640,1006,460,784,palm,0,no_wave_train.mp4
342,2,1437,442,1798,840,1617,641,palm,0,no_wave_train.mp4
342,1,281,564,639,1006,460,785,palm,0,no_wave_train.mp4
343,2,1433,437,1796,832,1614,634,palm,0,no_wave_train.mp4
343,1,284,566,640,1007,462,786,palm,0,no_wave_train.mp4
344,2,1431,435,1794,826,1612,630,palm,0,no_wave_train.mp4
344,1,290,568,643,1008,466,788,palm,0,no_wave_train.mp4
345,2,1432,433,1792,818,1612,625,palm,0,no_wave_train.mp4
345,1,291,569,643,1008,467,788,palm,0,no_wave_train.mp4
346,2,1433,433,1792,812,1612,622,palm,0,no_wave_train.mp4
346,1,296,572,646,1009,471,790,palm,0,no_wave_train.mp4
347,2,1436,428,1792,807,1614,617,palm,0,no_wave_train.mp4
347,1,297,572,647,1007,472,789,palm,0,no_wave_train.mp4
348,2,1437,427,1792,802,1614,614,palm,0,no_wave_train.mp4
348,1,301,572,649,1008,475,790,palm,0,no_wave_train.mp4
349,2,1438,420,1794,799,1616,609,palm,0,no_wave_train.mp4
349,1,302,571,650,1007,476,789,palm,0,no_wave_train.mp4
350,2,1440,410,1795,793,1617,601,palm,0,no_wave_train.mp4
350,1,302,572,652,1009,477,790,palm,0,no_wave_train.mp4
351,2,1439,401,1794,786,1616,593,palm,0,no_wave_train.mp4
351,1,302,574,654,1012,478,793,palm,0,no_wave_train.mp4
352,2,1439,394,1796,779,1617,586,palm,0,no_wave_train.mp4
352,1,301,574,655,1011,478,792,palm,0,no_wave_train.mp4
353,2,1438,391,1794,774,1616,582,palm,0,no_wave_train.mp4
353,1,304,574,659,1011,481,792,palm,0,no_wave_train.mp4
354,2,1438,389,1793,771,1615,580,palm,0,no_wave_train.mp4
354,1,298,573,658,1009,478,791,palm,0,no_wave_train.mp4
355,2,1437,389,1792,771,1614,580,palm,0,no_wave_train.mp4
355,1,298,573,659,1009,478,791,palm,0,no_wave_train.mp4
356,2,1437,389,1790,769,1613,579,palm,0,no_wave_train.mp4
356,1,301,574,661,1008,481,791,palm,0,no_wave_train.mp4
357,2,1435,390,1789,770,1612,580,palm,0,no_wave_train.mp4
357,1,302,575,661,1008,481,791,palm,0,no_wave_train.mp4
358,2,1437,392,1790,770,1613,581,palm,0,no_wave_train.mp4
358,1,301,572,661,1006,481,789,palm,0,no_wave_train.mp4
359,2,1438,394,1789,770,1613,582,palm,0,no_wave_train.mp4
359,1,303,569,663,1004,483,786,palm,0,no_wave_train.mp4
360,2,1436,393,1787,768,1611,580,palm,0,no_wave_train.mp4
360,1,305,567,665,1000,485,783,palm,0,no_wave_train.mp4
361,2,1437,392,1788,768,1612,580,palm,0,no_wave_train.mp4
361,1,306,563,666,996,486,779,palm,0,no_wave_train.mp4
362,2,1438,391,1790,771,1614,581,palm,0,no_wave_train.mp4
362,1,310,557,667,990,488,773,palm,0,no_wave_train.mp4
363,2,1438,389,1789,771,1613,580,palm,0,no_wave_train.mp4
363,1,316,553,670,984,493,768,palm,0,no_wave_train.mp4
364,2,1438,389,1788,772,1613,580,palm,0,no_wave_train.mp4
364,1,326,551,671,981,498,766,palm,0,no_wave_train.mp4
365,2,1438,387,1789,772,1613,579,palm,0,no_wave_train.mp4
365,1,336,545,673,978,504,761,palm,0,no_wave_train.mp4
366,2,1437,388,1786,770,1611,579,palm,0,no_wave_train.mp4
366,1,345,536,673,968,509,752,palm,0,no_wave_train.mp4
367,2,1438,389,1788,772,1613,580,palm,0,no_wave_train.mp4
367,1,349,527,672,959,510,743,palm,0,no_wave_train.mp4
368,2,1438,390,1787,769,1612,579,palm,0,no_wave_train.mp4
368,1,354,533,672,958,513,745,palm,0,no_wave_train.mp4
369,2,1439,393,1785,771,1612,582,palm,0,no_wave_train.mp4
369,1,355,517,676,945,515,731,palm,0,no_wave_train.mp4
370,2,1437,393,1784,772,1610,582,palm,0,no_wave_train.mp4
370,1,364,546,679,947,521,746,palm,0,no_wave_train.mp4
371,2,1438,392,1785,772,1611,582,palm,0,no_wave_train.mp4
371,1,362,516,680,925,521,720,palm,0,no_wave_train.mp4
