frame,id,x1,y1,x2,y2,xc,yc,class,wave,video,window
1440,2,1472,536,1712,857,1592,696,palm,0,no_wave_train.mp4,345
1441,2,1469,535,1711,858,1590,696,palm,0,no_wave_train.mp4,345
1442,2,1470,537,1712,859,1591,698,palm,0,no_wave_train.mp4,345
1443,2,1468,537,1713,860,1590,698,palm,0,no_wave_train.mp4,345
1444,2,1472,538,1717,861,1594,699,palm,0,no_wave_train.mp4,345
1445,2,1472,538,1718,863,1595,700,palm,0,no_wave_train.mp4,345
1446,2,1470,537,1717,861,1593,699,palm,0,no_wave_train.mp4,345
1447,2,1471,539,1719,862,1595,700,palm,0,no_wave_train.mp4,345
1448,2,1470,541,1720,863,1595,702,palm,0,no_wave_train.mp4,345
1449,2,1472,541,1722,863,1597,702,palm,0,no_wave_train.mp4,345
1450,2,1473,541,1722,865,1597,703,palm,0,no_wave_train.mp4,345
1451,2,1470,540,1719,863,1594,701,palm,0,no_wave_train.mp4,345
1452,2,1473,541,1720,864,1596,702,palm,0,no_wave_train.mp4,345
1453,2,1470,540,1718,862,1594,701,palm,0,no_wave_train.mp4,345
1454,2,1472,541,1719,861,1595,701,palm,0,no_wave_train.mp4,345
1455,2,1471,540,1718,861,1594,700,palm,0,no_wave_train.mp4,345
1456,2,1471,540,1720,861,1595,700,palm,0,no_wave_train.mp4,345
1457,2,1471,541,1719,862,1595,701,palm,0,no_wave_train.mp4,345
1458,2,1474,542,1723,865,1598,703,palm,0,no_wave_train.mp4,345
1459,2,1474,541,1722,863,1598,702,palm,0,no_wave_train.mp4,345
1460,2,1476,541,1724,862,1600,701,palm,0,no_wave_train.mp4,345
1461,2,1479,537,1724,855,1601,696,palm,0,no_wave_train.mp4,345
1432,2,1501,509,1742,833,1621,671,palm,0,no_wave_train.mp4,346
1433,2,1495,517,1738,843,1616,680,palm,0,no_wave_train.mp4,346
1434,2,1487,518,1729,844,1608,681,palm,0,no_wave_train.mp4,346
1435,2,1484,522,1723,846,1603,684,palm,0,no_wave_train.mp4,346
1436,2,1482,524,1722,847,1602,685,palm,0,no_wave_train.mp4,346
1437,2,1480,528,1719,849,1599,688,palm,0,no_wave_train.mp4,346
1438,2,1474,532,1712,854,1593,693,palm,0,no_wave_train.mp4,346
1439,2,1476,532,1715,853,1595,692,palm,0,no_wave_train.mp4,346
1440,2,1472,536,1712,857,1592,696,palm,0,no_wave_train.mp4,346
1441,2,1469,535,1711,858,1590,696,palm,0,no_wave_train.mp4,346
1442,2,1470,537,1712,859,1591,698,palm,0,no_wave_train.mp4,346
1443,2,1468,537,1713,860,1590,698,palm,0,no_wave_train.mp4,346
1444,2,1472,538,1717,861,1594,699,palm,0,no_wave_train.mp4,346
1445,2,1472,538,1718,863,1595,700,palm,0,no_wave_train.mp4,346
1446,2,1470,537,1717,861,1593,699,palm,0,no_wave_train.mp4,346
1447,2,1471,539,1719,862,1595,700,palm,0,no_wave_train.mp4,346
1448,2,1470,541,1720,863,1595,702,palm,0,no_wave_train.mp4,346
1449,2,1472,541,1722,863,1597,702,palm,0,no_wave_train.mp4,346
1450,2,1473,541,1722,865,1597,703,palm,0,no_wave_train.mp4,346
1451,2,1470,540,1719,863,1594,701,palm,0,no_wave_train.mp4,346
1452,2,1473,541,1720,864,1596,702,palm,0,no_wave_train.mp4,346
1453,2,1470,540,1718,862,1594,701,palm,0,no_wave_train.mp4,346
1454,2,1472,541,1719,861,1595,701,palm,0,no_wave_train.mp4,346
1455,2,1471,540,1718,861,1594,700,palm,0,no_wave_train.mp4,346
1456,2,1471,540,1720,861,1595,700,palm,0,no_wave_train.mp4,346
1457,2,1471,541,1719,862,1595,701,palm,0,no_wave_train.mp4,346
1458,2,1474,542,1723,865,1598,703,palm,0,no_wave_train.mp4,346
1459,2,1474,541,1722,863,1598,702,palm,0,no_wave_train.mp4,346
1460,2,1476,541,1724,862,1600,701,palm,0,no_wave_train.mp4,346
1461,2,1479,537,1724,855,1601,696,palm,0,no_wave_train.mp4,346
1462,2,1477,540,1723,859,1600,699,palm,0,no_wave_train.mp4,346
1463,2,1475,540,1720,858,1597,699,palm,0,no_wave_train.mp4,346
1464,2,1475,540,1721,858,1598,699,palm,0,no_wave_train.mp4,346
1465,2,1476,539,1722,858,1599,698,palm,0,no_wave_train.mp4,346
1466,2,1475,538,1722,858,1598,698,palm,0,no_wave_train.mp4,346
1467,2,1478,534,1725,854,1601,694,palm,0,no_wave_train.mp4,346
1468,2,1475,536,1723,857,1599,696,palm,0,no_wave_train.mp4,346
1469,2,1474,538,1722,859,1598,698,palm,0,no_wave_train.mp4,346
1470,2,1474,539,1721,860,1597,699,palm,0,no_wave_train.mp4,346
1471,2,1472,540,1719,862,1595,701,palm,0,no_wave_train.mp4,346
1442,2,1470,537,1712,859,1591,698,palm,0,no_wave_train.mp4,347
1443,2,1468,537,1713,860,1590,698,palm,0,no_wave_train.mp4,347
1444,2,1472,538,1717,861,1594,699,palm,0,no_wave_train.mp4,347
1445,2,1472,538,1718,863,1595,700,palm,0,no_wave_train.mp4,347
1446,2,1470,537,1717,861,1593,699,palm,0,no_wave_train.mp4,347
1447,2,1471,539,1719,862,1595,700,palm,0,no_wave_train.mp4,347
1448,2,1470,541,1720,863,1595,702,palm,0,no_wave_train.mp4,347
1449,2,1472,541,1722,863,1597,702,palm,0,no_wave_train.mp4,347
1450,2,1473,541,1722,865,1597,703,palm,0,no_wave_train.mp4,347
1451,2,1470,540,1719,863,1594,701,palm,0,no_wave_train.mp4,347
1452,2,1473,541,1720,864,1596,702,palm,0,no_wave_train.mp4,347
1453,2,1470,540,1718,862,1594,701,palm,0,no_wave_train.mp4,347
1454,2,1472,541,1719,861,1595,701,palm,0,no_wave_train.mp4,347
1455,2,1471,540,1718,861,1594,700,palm,0,no_wave_train.mp4,347
1456,2,1471,540,1720,861,1595,700,palm,0,no_wave_train.mp4,347
1457,2,1471,541,1719,862,1595,701,palm,0,no_wave_train.mp4,347
1458,2,1474,542,1723,865,1598,703,palm,0,no_wave_train.mp4,347
1459,2,1474,541,1722,863,1598,702,palm,0,no_wave_train.mp4,347
1460,2,1476,541,1724,862,1600,701,palm,0,no_wave_train.mp4,347
1461,2,1479,537,1724,855,1601,696,palm,0,no_wave_train.mp4,347
1462,2,1477,540,1723,859,1600,699,palm,0,no_wave_train.mp4,347
1463,2,1475,540,1720,858,1597,699,palm,0,no_wave_train.mp4,347
1464,2,1475,540,1721,858,1598,699,palm,0,no_wave_train.mp4,347
1465,2,1476,539,1722,858,1599,698,palm,0,no_wave_train.mp4,347
1466,2,1475,538,1722,858,1598,698,palm,0,no_wave_train.mp4,347
1467,2,1478,534,1725,854,1601,694,palm,0,no_wave_train.mp4,347
1468,2,1475,536,1723,857,1599,696,palm,0,no_wave_train.mp4,347
1469,2,1474,538,1722,859,1598,698,palm,0,no_wave_train.mp4,347
1470,2,1474,539,1721,860,1597,699,palm,0,no_wave_train.mp4,347
1471,2,1472,540,1719,862,1595,701,palm,0,no_wave_train.mp4,347
1472,2,1472,538,1720,861,1596,699,palm,0,no_wave_train.mp4,347
1473,2,1476,536,1723,856,1599,696,palm,0,no_wave_train.mp4,347
1474,2,1474,537,1722,858,1598,697,palm,0,no_wave_train.mp4,347
1475,2,1473,538,1721,860,1597,699,palm,0,no_wave_train.mp4,347
1476,2,1470,537,1719,858,1594,697,palm,0,no_wave_train.mp4,347
1477,2,1470,535,1720,857,1595,696,palm,0,no_wave_train.mp4,347
1478,2,1471,536,1719,857,1595,696,palm,0,no_wave_train.mp4,347
1479,2,1471,536,1720,858,1595,697,palm,0,no_wave_train.mp4,347
1480,2,1469,535,1718,858,1593,696,palm,0,no_wave_train.mp4,347
1481,2,1466,534,1715,858,1590,696,palm,0,no_wave_train.mp4,347
1452,2,1473,541,1720,864,1596,702,palm,0,no_wave_train.mp4,348
1453,2,1470,540,1718,862,1594,701,palm,0,no_wave_train.mp4,348
1454,2,1472,541,1719,861,1595,701,palm,0,no_wave_train.mp4,348
1455,2,1471,540,1718,861,1594,700,palm,0,no_wave_train.mp4,348
1456,2,1471,540,1720,861,1595,700,palm,0,no_wave_train.mp4,348
1457,2,1471,541,1719,862,1595,701,palm,0,no_wave_train.mp4,348
1458,2,1474,542,1723,865,1598,703,palm,0,no_wave_train.mp4,348
1459,2,1474,541,1722,863,1598,702,palm,0,no_wave_train.mp4,348
1460,2,1476,541,1724,862,1600,701,palm,0,no_wave_train.mp4,348
1461,2,1479,537,1724,855,1601,696,palm,0,no_wave_train.mp4,348
1462,2,1477,540,1723,859,1600,699,palm,0,no_wave_train.mp4,348
1463,2,1475,540,1720,858,1597,699,palm,0,no_wave_train.mp4,348
1464,2,1475,540,1721,858,1598,699,palm,0,no_wave_train.mp4,348
1465,2,1476,539,1722,858,1599,698,palm,0,no_wave_train.mp4,348
1466,2,1475,538,1722,858,1598,698,palm,0,no_wave_train.mp4,348
1467,2,1478,534,1725,854,1601,694,palm,0,no_wave_train.mp4,348
1468,2,1475,536,1723,857,1599,696,palm,0,no_wave_train.mp4,348
1469,2,1474,538,1722,859,1598,698,palm,0,no_wave_train.mp4,348
1470,2,1474,539,1721,860,1597,699,palm,0,no_wave_train.mp4,348
1471,2,1472,540,1719,862,1595,701,palm,0,no_wave_train.mp4,348
1472,2,1472,538,1720,861,1596,699,palm,0,no_wave_train.mp4,348
1473,2,1476,536,1723,856,1599,696,palm,0,no_wave_train.mp4,348
1474,2,1474,537,1722,858,1598,697,palm,0,no_wave_train.mp4,348
1475,2,1473,538,1721,860,1597,699,palm,0,no_wave_train.mp4,348
1476,2,1470,537,1719,858,1594,697,palm,0,no_wave_train.mp4,348
1477,2,1470,535,1720,857,1595,696,palm,0,no_wave_train.mp4,348
1478,2,1471,536,1719,857,1595,696,palm,0,no_wave_train.mp4,348
1479,2,1471,536,1720,858,1595,697,palm,0,no_wave_train.mp4,348
1480,2,1469,535,1718,858,1593,696,palm,0,no_wave_train.mp4,348
1481,2,1466,534,1715,858,1590,696,palm,0,no_wave_train.mp4,348
1482,2,1466,535,1716,858,1591,696,palm,0,no_wave_train.mp4,348
1483,2,1468,537,1716,859,1592,698,palm,0,no_wave_train.mp4,348
1484,2,1468,536,1715,858,1591,697,palm,0,no_wave_train.mp4,348
1485,2,1466,534,1716,857,1591,695,palm,0,no_wave_train.mp4,348
1486,2,1468,534,1717,855,1592,694,palm,0,no_wave_train.mp4,348
1487,2,1467,534,1717,855,1592,694,palm,0,no_wave_train.mp4,348
1488,2,1466,534,1716,858,1591,696,palm,0,no_wave_train.mp4,348
1489,2,1467,534,1716,857,1591,695,palm,0,no_wave_train.mp4,348
1490,2,1466,534,1716,857,1591,695,palm,0,no_wave_train.mp4,348
1491,2,1465,534,1715,856,1590,695,palm,0,no_wave_train.mp4,348
1462,2,1477,540,1723,859,1600,699,palm,0,no_wave_train.mp4,349
1463,2,1475,540,1720,858,1597,699,palm,0,no_wave_train.mp4,349
1464,2,1475,540,1721,858,1598,699,palm,0,no_wave_train.mp4,349
1465,2,1476,539,1722,858,1599,698,palm,0,no_wave_train.mp4,349
1466,2,1475,538,1722,858,1598,698,palm,0,no_wave_train.mp4,349
1467,2,1478,534,1725,854,1601,694,palm,0,no_wave_train.mp4,349
1468,2,1475,536,1723,857,1599,696,palm,0,no_wave_train.mp4,349
1469,2,1474,538,1722,859,1598,698,palm,0,no_wave_train.mp4,349
1470,2,1474,539,1721,860,1597,699,palm,0,no_wave_train.mp4,349
1471,2,1472,540,1719,862,1595,701,palm,0,no_wave_train.mp4,349
1472,2,1472,538,1720,861,1596,699,palm,0,no_wave_train.mp4,349
1473,2,1476,536,1723,856,1599,696,palm,0,no_wave_train.mp4,349
1474,2,1474,537,1722,858,1598,697,palm,0,no_wave_train.mp4,349
1475,2,1473,538,1721,860,1597,699,palm,0,no_wave_train.mp4,349
1476,2,1470,537,1719,858,1594,697,palm,0,no_wave_train.mp4,349
1477,2,1470,535,1720,857,1595,696,palm,0,no_wave_train.mp4,349
1478,2,1471,536,1719,857,1595,696,palm,0,no_wave_train.mp4,349
1479,2,1471,536,1720,858,1595,697,palm,0,no_wave_train.mp4,349
1480,2,1469,535,1718,858,1593,696,palm,0,no_wave_train.mp4,349
1481,2,1466,534,1715,858,1590,696,palm,0,no_wave_train.mp4,349
1482,2,1466,535,1716,858,1591,696,palm,0,no_wave_train.mp4,349
1483,2,1468,537,1716,859,1592,698,palm,0,no_wave_train.mp4,349
1484,2,1468,536,1715,858,1591,697,palm,0,no_wave_train.mp4,349
1485,2,1466,534,1716,857,1591,695,palm,0,no_wave_train.mp4,349
1486,2,1468,534,1717,855,1592,694,palm,0,no_wave_train.mp4,349
1487,2,1467,534,1717,855,1592,694,palm,0,no_wave_train.mp4,349
1488,2,1466,534,1716,858,1591,696,palm,0,no_wave_train.mp4,349
1489,2,1467,534,1716,857,1591,695,palm,0,no_wave_train.mp4,349
1490,2,1466,534,1716,857,1591,695,palm,0,no_wave_train.mp4,349
1491,2,1465,534,1715,856,1590,695,palm,0,no_wave_train.mp4,349
1492,2,1466,533,1715,854,1590,693,palm,0,no_wave_train.mp4,349
1493,2,1466,535,1713,855,1589,695,palm,0,no_wave_train.mp4,349
1494,2,1466,535,1712,855,1589,695,palm,0,no_wave_train.mp4,349
1495,2,1467,537,1713,857,1590,697,palm,0,no_wave_train.mp4,349
1496,2,1468,537,1714,857,1591,697,palm,0,no_wave_train.mp4,349
1497,2,1474,532,1720,854,1597,693,palm,0,no_wave_train.mp4,349
1498,2,1471,534,1720,858,1595,696,palm,0,no_wave_train.mp4,349
1499,2,1473,530,1722,853,1597,691,palm,0,no_wave_train.mp4,349
1500,2,1469,534,1719,858,1594,696,palm,0,no_wave_train.mp4,349
1501,2,1469,534,1720,857,1594,695,palm,0,no_wave_train.mp4,349
1472,2,1472,538,1720,861,1596,699,palm,0,no_wave_train.mp4,350
1473,2,1476,536,1723,856,1599,696,palm,0,no_wave_train.mp4,350
1474,2,1474,537,1722,858,1598,697,palm,0,no_wave_train.mp4,350
1475,2,1473,538,1721,860,1597,699,palm,0,no_wave_train.mp4,350
1476,2,1470,537,1719,858,1594,697,palm,0,no_wave_train.mp4,350
1477,2,1470,535,1720,857,1595,696,palm,0,no_wave_train.mp4,350
1478,2,1471,536,1719,857,1595,696,palm,0,no_wave_train.mp4,350
1479,2,1471,536,1720,858,1595,697,palm,0,no_wave_train.mp4,350
1480,2,1469,535,1718,858,1593,696,palm,0,no_wave_train.mp4,350
1481,2,1466,534,1715,858,1590,696,palm,0,no_wave_train.mp4,350
1482,2,1466,535,1716,858,1591,696,palm,0,no_wave_train.mp4,350
1483,2,1468,537,1716,859,1592,698,palm,0,no_wave_train.mp4,350
1484,2,1468,536,1715,858,1591,697,palm,0,no_wave_train.mp4,350
1485,2,1466,534,1716,857,1591,695,palm,0,no_wave_train.mp4,350
1486,2,1468,534,1717,855,1592,694,palm,0,no_wave_train.mp4,350
1487,2,1467,534,1717,855,1592,694,palm,0,no_wave_train.mp4,350
1488,2,1466,534,1716,858,1591,696,palm,0,no_wave_train.mp4,350
1489,2,1467,534,1716,857,1591,695,palm,0,no_wave_train.mp4,350
1490,2,1466,534,1716,857,1591,695,palm,0,no_wave_train.mp4,350
1491,2,1465,534,1715,856,1590,695,palm,0,no_wave_train.mp4,350
1492,2,1466,533,1715,854,1590,693,palm,0,no_wave_train.mp4,350
1493,2,1466,535,1713,855,1589,695,palm,0,no_wave_train.mp4,350
1494,2,1466,535,1712,855,1589,695,palm,0,no_wave_train.mp4,350
1495,2,1467,537,1713,857,1590,697,palm,0,no_wave_train.mp4,350
1496,2,1468,537,1714,857,1591,697,palm,0,no_wave_train.mp4,350
1497,2,1474,532,1720,854,1597,693,palm,0,no_wave_train.mp4,350
1498,2,1471,534,1720,858,1595,696,palm,0,no_wave_train.mp4,350
1499,2,1473,530,1722,853,1597,691,palm,0,no_wave_train.mp4,350
1500,2,1469,534,1719,858,1594,696,palm,0,no_wave_train.mp4,350
1501,2,1469,534,1720,857,1594,695,palm,0,no_wave_train.mp4,350
1502,2,1467,532,1720,856,1593,694,palm,0,no_wave_train.mp4,350
1503,2,1465,532,1718,857,1591,694,palm,0,no_wave_train.mp4,350
1504,2,1463,532,1716,855,1589,693,palm,0,no_wave_train.mp4,350
1505,2,1461,529,1714,852,1587,690,palm,0,no_wave_train.mp4,350
1506,2,1459,529,1716,852,1587,690,palm,0,no_wave_train.mp4,350
1507,2,1459,527,1715,850,1587,688,palm,0,no_wave_train.mp4,350
1508,2,1459,524,1716,846,1587,685,palm,0,no_wave_train.mp4,350
1509,2,1458,523,1717,844,1587,683,palm,0,no_wave_train.mp4,350
1510,2,1461,520,1716,843,1588,681,palm,0,no_wave_train.mp4,350
1511,2,1458,519,1714,840,1586,679,palm,0,no_wave_train.mp4,350
1482,2,1466,535,1716,858,1591,696,palm,0,no_wave_train.mp4,351
1483,2,1468,537,1716,859,1592,698,palm,0,no_wave_train.mp4,351
1484,2,1468,536,1715,858,1591,697,palm,0,no_wave_train.mp4,351
1485,2,1466,534,1716,857,1591,695,palm,0,no_wave_train.mp4,351
1486,2,1468,534,1717,855,1592,694,palm,0,no_wave_train.mp4,351
1487,2,1467,534,1717,855,1592,694,palm,0,no_wave_train.mp4,351
1488,2,1466,534,1716,858,1591,696,palm,0,no_wave_train.mp4,351
1489,2,1467,534,1716,857,1591,695,palm,0,no_wave_train.mp4,351
1490,2,1466,534,1716,857,1591,695,palm,0,no_wave_train.mp4,351
1491,2,1465,534,1715,856,1590,695,palm,0,no_wave_train.mp4,351
1492,2,1466,533,1715,854,1590,693,palm,0,no_wave_train.mp4,351
1493,2,1466,535,1713,855,1589,695,palm,0,no_wave_train.mp4,351
1494,2,1466,535,1712,855,1589,695,palm,0,no_wave_train.mp4,351
1495,2,1467,537,1713,857,1590,697,palm,0,no_wave_train.mp4,351
1496,2,1468,537,1714,857,1591,697,palm,0,no_wave_train.mp4,351
1497,2,1474,532,1720,854,1597,693,palm,0,no_wave_train.mp4,351
1498,2,1471,534,1720,858,1595,696,palm,0,no_wave_train.mp4,351
1499,2,1473,530,1722,853,1597,691,palm,0,no_wave_train.mp4,351
1500,2,1469,534,1719,858,1594,696,palm,0,no_wave_train.mp4,351
1501,2,1469,534,1720,857,1594,695,palm,0,no_wave_train.mp4,351
1502,2,1467,532,1720,856,1593,694,palm,0,no_wave_train.mp4,351
1503,2,1465,532,1718,857,1591,694,palm,0,no_wave_train.mp4,351
1504,2,1463,532,1716,855,1589,693,palm,0,no_wave_train.mp4,351
1505,2,1461,529,1714,852,1587,690,palm,0,no_wave_train.mp4,351
1506,2,1459,529,1716,852,1587,690,palm,0,no_wave_train.mp4,351
1507,2,1459,527,1715,850,1587,688,palm,0,no_wave_train.mp4,351
1508,2,1459,524,1716,846,1587,685,palm,0,no_wave_train.mp4,351
1509,2,1458,523,1717,844,1587,683,palm,0,no_wave_train.mp4,351
1510,2,1461,520,1716,843,1588,681,palm,0,no_wave_train.mp4,351
1511,2,1458,519,1714,840,1586,679,palm,0,no_wave_train.mp4,351
1512,2,1459,517,1713,838,1586,677,palm,0,no_wave_train.mp4,351
1513,2,1457,516,1710,837,1583,676,palm,0,no_wave_train.mp4,351
1514,2,1456,514,1711,837,1583,675,palm,0,no_wave_train.mp4,351
1515,2,1455,512,1709,836,1582,674,palm,0,no_wave_train.mp4,351
1516,2,1454,508,1709,833,1581,670,palm,0,no_wave_train.mp4,351
1517,2,1453,507,1709,834,1581,670,palm,0,no_wave_train.mp4,351
1518,2,1452,505,1708,831,1580,668,palm,0,no_wave_train.mp4,351
1519,2,1453,503,1710,830,1581,666,palm,0,no_wave_train.mp4,351
1520,2,1450,501,1710,828,1580,664,palm,0,no_wave_train.mp4,351
1521,2,1448,499,1707,824,1577,661,palm,0,no_wave_train.mp4,351
1492,2,1466,533,1715,854,1590,693,palm,0,no_wave_train.mp4,352
1493,2,1466,535,1713,855,1589,695,palm,0,no_wave_train.mp4,352
1494,2,1466,535,1712,855,1589,695,palm,0,no_wave_train.mp4,352
1495,2,1467,537,1713,857,1590,697,palm,0,no_wave_train.mp4,352
1496,2,1468,537,1714,857,1591,697,palm,0,no_wave_train.mp4,352
1497,2,1474,532,1720,854,1597,693,palm,0,no_wave_train.mp4,352
1498,2,1471,534,1720,858,1595,696,palm,0,no_wave_train.mp4,352
1499,2,1473,530,1722,853,1597,691,palm,0,no_wave_train.mp4,352
1500,2,1469,534,1719,858,1594,696,palm,0,no_wave_train.mp4,352
1501,2,1469,534,1720,857,1594,695,palm,0,no_wave_train.mp4,352
1502,2,1467,532,1720,856,1593,694,palm,0,no_wave_train.mp4,352
1503,2,1465,532,1718,857,1591,694,palm,0,no_wave_train.mp4,352
1504,2,1463,532,1716,855,1589,693,palm,0,no_wave_train.mp4,352
1505,2,1461,529,1714,852,1587,690,palm,0,no_wave_train.mp4,352
1506,2,1459,529,1716,852,1587,690,palm,0,no_wave_train.mp4,352
1507,2,1459,527,1715,850,1587,688,palm,0,no_wave_train.mp4,352
1508,2,1459,524,1716,846,1587,685,palm,0,no_wave_train.mp4,352
1509,2,1458,523,1717,844,1587,683,palm,0,no_wave_train.mp4,352
1510,2,1461,520,1716,843,1588,681,palm,0,no_wave_train.mp4,352
1511,2,1458,519,1714,840,1586,679,palm,0,no_wave_train.mp4,352
1512,2,1459,517,1713,838,1586,677,palm,0,no_wave_train.mp4,352
1513,2,1457,516,1710,837,1583,676,palm,0,no_wave_train.mp4,352
1514,2,1456,514,1711,837,1583,675,palm,0,no_wave_train.mp4,352
1515,2,1455,512,1709,836,1582,674,palm,0,no_wave_train.mp4,352
1516,2,1454,508,1709,833,1581,670,palm,0,no_wave_train.mp4,352
1517,2,1453,507,1709,834,1581,670,palm,0,no_wave_train.mp4,352
1518,2,1452,505,1708,831,1580,668,palm,0,no_wave_train.mp4,352
1519,2,1453,503,1710,830,1581,666,palm,0,no_wave_train.mp4,352
1520,2,1450,501,1710,828,1580,664,palm,0,no_wave_train.mp4,352
1521,2,1448,499,1707,824,1577,661,palm,0,no_wave_train.mp4,352
1522,2,1447,499,1705,825,1576,662,palm,0,no_wave_train.mp4,352
1523,2,1448,497,1710,822,1579,659,palm,0,no_wave_train.mp4,352
1524,2,1448,496,1711,822,1579,659,palm,0,no_wave_train.mp4,352
1525,2,1448,493,1712,819,1580,656,palm,0,no_wave_train.mp4,352
1526,2,1447,492,1712,817,1579,654,palm,0,no_wave_train.mp4,352
1527,2,1446,490,1709,812,1577,651,palm,0,no_wave_train.mp4,352
1528,2,1446,490,1708,810,1577,650,palm,0,no_wave_train.mp4,352
1529,2,1449,489,1712,809,1580,649,palm,0,no_wave_train.mp4,352
1530,2,1448,490,1710,809,1579,649,palm,0,no_wave_train.mp4,352
1531,2,1447,488,1715,811,1581,649,palm,0,no_wave_train.mp4,352
1502,2,1467,532,1720,856,1593,694,palm,0,no_wave_train.mp4,353
1503,2,1465,532,1718,857,1591,694,palm,0,no_wave_train.mp4,353
1504,2,1463,532,1716,855,1589,693,palm,0,no_wave_train.mp4,353
1505,2,1461,529,1714,852,1587,690,palm,0,no_wave_train.mp4,353
1506,2,1459,529,1716,852,1587,690,palm,0,no_wave_train.mp4,353
1507,2,1459,527,1715,850,1587,688,palm,0,no_wave_train.mp4,353
1508,2,1459,524,1716,846,1587,685,palm,0,no_wave_train.mp4,353
1509,2,1458,523,1717,844,1587,683,palm,0,no_wave_train.mp4,353
1510,2,1461,520,1716,843,1588,681,palm,0,no_wave_train.mp4,353
1511,2,1458,519,1714,840,1586,679,palm,0,no_wave_train.mp4,353
1512,2,1459,517,1713,838,1586,677,palm,0,no_wave_train.mp4,353
1513,2,1457,516,1710,837,1583,676,palm,0,no_wave_train.mp4,353
1514,2,1456,514,1711,837,1583,675,palm,0,no_wave_train.mp4,353
1515,2,1455,512,1709,836,1582,674,palm,0,no_wave_train.mp4,353
1516,2,1454,508,1709,833,1581,670,palm,0,no_wave_train.mp4,353
1517,2,1453,507,1709,834,1581,670,palm,0,no_wave_train.mp4,353
1518,2,1452,505,1708,831,1580,668,palm,0,no_wave_train.mp4,353
1519,2,1453,503,1710,830,1581,666,palm,0,no_wave_train.mp4,353
1520,2,1450,501,1710,828,1580,664,palm,0,no_wave_train.mp4,353
1521,2,1448,499,1707,824,1577,661,palm,0,no_wave_train.mp4,353
1522,2,1447,499,1705,825,1576,662,palm,0,no_wave_train.mp4,353
1523,2,1448,497,1710,822,1579,659,palm,0,no_wave_train.mp4,353
1524,2,1448,496,1711,822,1579,659,palm,0,no_wave_train.mp4,353
1525,2,1448,493,1712,819,1580,656,palm,0,no_wave_train.mp4,353
1526,2,1447,492,1712,817,1579,654,palm,0,no_wave_train.mp4,353
1527,2,1446,490,1709,812,1577,651,palm,0,no_wave_train.mp4,353
1528,2,1446,490,1708,810,1577,650,palm,0,no_wave_train.mp4,353
1529,2,1449,489,1712,809,1580,649,palm,0,no_wave_train.mp4,353
1530,2,1448,490,1710,809,1579,649,palm,0,no_wave_train.mp4,353
1531,2,1447,488,1715,811,1581,649,palm,0,no_wave_train.mp4,353
1532,2,1445,486,1711,807,1578,646,palm,0,no_wave_train.mp4,353
1533,2,1445,485,1712,807,1578,646,palm,0,no_wave_train.mp4,353
1534,2,1441,486,1706,805,1573,645,palm,0,no_wave_train.mp4,353
1535,2,1440,484,1703,804,1571,644,palm,0,no_wave_train.mp4,353
1536,2,1439,483,1698,800,1568,641,palm,0,no_wave_train.mp4,353
1537,2,1439,483,1696,798,1567,640,palm,0,no_wave_train.mp4,353
1538,2,1438,483,1694,797,1566,640,palm,0,no_wave_train.mp4,353
1539,2,1439,479,1691,794,1565,636,palm,0,no_wave_train.mp4,353
1540,2,1439,479,1689,794,1564,636,palm,0,no_wave_train.mp4,353
1541,2,1441,478,1689,793,1565,635,palm,0,no_wave_train.mp4,353
1512,2,1459,517,1713,838,1586,677,palm,0,no_wave_train.mp4,354
1513,2,1457,516,1710,837,1583,676,palm,0,no_wave_train.mp4,354
1514,2,1456,514,1711,837,1583,675,palm,0,no_wave_train.mp4,354
1515,2,1455,512,1709,836,1582,674,palm,0,no_wave_train.mp4,354
1516,2,1454,508,1709,833,1581,670,palm,0,no_wave_train.mp4,354
1517,2,1453,507,1709,834,1581,670,palm,0,no_wave_train.mp4,354
1518,2,1452,505,1708,831,1580,668,palm,0,no_wave_train.mp4,354
1519,2,1453,503,1710,830,1581,666,palm,0,no_wave_train.mp4,354
1520,2,1450,501,1710,828,1580,664,palm,0,no_wave_train.mp4,354
1521,2,1448,499,1707,824,1577,661,palm,0,no_wave_train.mp4,354
1522,2,1447,499,1705,825,1576,662,palm,0,no_wave_train.mp4,354
1523,2,1448,497,1710,822,1579,659,palm,0,no_wave_train.mp4,354
1524,2,1448,496,1711,822,1579,659,palm,0,no_wave_train.mp4,354
1525,2,1448,493,1712,819,1580,656,palm,0,no_wave_train.mp4,354
1526,2,1447,492,1712,817,1579,654,palm,0,no_wave_train.mp4,354
1527,2,1446,490,1709,812,1577,651,palm,0,no_wave_train.mp4,354
1528,2,1446,490,1708,810,1577,650,palm,0,no_wave_train.mp4,354
1529,2,1449,489,1712,809,1580,649,palm,0,no_wave_train.mp4,354
1530,2,1448,490,1710,809,1579,649,palm,0,no_wave_train.mp4,354
1531,2,1447,488,1715,811,1581,649,palm,0,no_wave_train.mp4,354
1532,2,1445,486,1711,807,1578,646,palm,0,no_wave_train.mp4,354
1533,2,1445,485,1712,807,1578,646,palm,0,no_wave_train.mp4,354
1534,2,1441,486,1706,805,1573,645,palm,0,no_wave_train.mp4,354
1535,2,1440,484,1703,804,1571,644,palm,0,no_wave_train.mp4,354
1536,2,1439,483,1698,800,1568,641,palm,0,no_wave_train.mp4,354
